url,status,title,build,ok,final_url,last_modified,note
https://waypointstudio.org/apps/hidden-landscapes/,200,Hidden Landscapes Studio — Waypoint Scenes · Waypoint Studio,local,True,https://waypointstudio.org/apps/hidden-landscapes/,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/apps/scenes/living-scenes/,200,Living Scenes — Waypoint Scenes · Waypoint Studio,local,True,https://waypointstudio.org/apps/scenes/living-scenes/,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/apps/scenes/scene-builder/,200,Scene Builder — Waypoint Scenes · Waypoint Studio,local,True,https://waypointstudio.org/apps/scenes/scene-builder/,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/apps/scenes/photographer-profile/,200,Photographer Profile — Waypoint Scenes · Waypoint Studio,local,True,https://waypointstudio.org/apps/scenes/photographer-profile/,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/apps/photo-library/,200,Photo Library — Waypoint Scenes · Waypoint Studio,local,True,https://waypointstudio.org/apps/photo-library/,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/apps/steepleaf/explore/,200,Explore — Steepleaf,761b202,True,https://waypointstudio.org/apps/steepleaf/explore/,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/apps/steepleaf/entity/?id=stl_tea-longjing-shifeng,200,Entity — Steepleaf,761b202,True,https://waypointstudio.org/apps/steepleaf/entity/?id=stl_tea-longjing-shifeng,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/apps/waypoint-volunteer/discover.html,200,What good can I do today? — Waypoint Volunteer,761b202,True,https://waypointstudio.org/apps/waypoint-volunteer/discover.html,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/apps/signalterrain/summary.html,200,Intelligence Summary — SignalTerrain,761b202,True,https://waypointstudio.org/apps/signalterrain/summary.html,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/apps/signalterrain/cyber/,200,Cyber Awareness — SignalTerrain,761b202,True,https://waypointstudio.org/apps/signalterrain/cyber/,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/apps/signalterrain/topics.html,200,Topics — SignalTerrain,761b202,True,https://waypointstudio.org/apps/signalterrain/topics.html,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/apps/signalterrain/graph.html,200,Knowledge Graph — SignalTerrain,761b202,True,https://waypointstudio.org/apps/signalterrain/graph.html,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/contact.html?category=bug&app=shed-hunting&includeTech=1&subject=Sheds%20bug%20report,200,Contact — Waypoint Studio,local,True,https://waypointstudio.org/contact.html?category=bug&app=shed-hunting&includeTech=1&subject=Sheds%20bug%20report,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/contact.html?category=feature&app=shed-hunting&subject=Sheds%20feature%20request,200,Contact — Waypoint Studio,local,True,https://waypointstudio.org/contact.html?category=feature&app=shed-hunting&subject=Sheds%20feature%20request,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/apps/hidden-landscapes/gallery.html,200,Gallery — Hidden Landscapes · Waypoint Studio,local,True,https://waypointstudio.org/apps/hidden-landscapes/gallery.html,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/apps/hidden-landscapes/learn.html,200,Learn — Hidden Landscapes · Waypoint Studio,local,True,https://waypointstudio.org/apps/hidden-landscapes/learn.html,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/apps/animal-vision/,200,Animal Vision — Waypoint Scenes · Waypoint Studio,local,True,https://waypointstudio.org/apps/animal-vision/,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/apps/scenes/photo-coach/,200,Photo Coach — Redirect,local,True,https://waypointstudio.org/apps/scenes/photo-coach/,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/apps/scenes/hidden-landscapes/,200,Hidden Landscapes — Redirect,local,True,https://waypointstudio.org/apps/scenes/hidden-landscapes/,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/apps/waypoint-scenes/,200,Waypoint Scenes — Bring Nature to Life,761b202,True,https://waypointstudio.org/apps/waypoint-scenes/,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/apps/photo-coach/profile/,200,Photographer Profile — Waypoint Scenes · Waypoint Studio,761b202,True,https://waypointstudio.org/apps/photo-coach/profile/,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/apps/signalterrain/cyber/live.html,200,Cyber Intelligence — SignalTerrain,local,True,https://waypointstudio.org/apps/signalterrain/cyber/live.html,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/apps/signalterrain/cyber/teaching.html,200,Cyber Teaching Samples — SignalTerrain,local,True,https://waypointstudio.org/apps/signalterrain/cyber/teaching.html,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/apps/signalterrain/cyber/workspace.html,200,Cyber Operations Workspace — SignalTerrain,local,True,https://waypointstudio.org/apps/signalterrain/cyber/workspace.html,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/apps/signalterrain/cyber/brief.html,200,Daily Cyber Brief — SignalTerrain,761b202,True,https://waypointstudio.org/apps/signalterrain/cyber/brief.html,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/apps/signalterrain/cyber/explorer.html,200,Cyber Intelligence Explorer — SignalTerrain,761b202,True,https://waypointstudio.org/apps/signalterrain/cyber/explorer.html,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/apps/signalterrain/cyber/advisor.html,200,Adaptive Defense Advisor — SignalTerrain,local,True,https://waypointstudio.org/apps/signalterrain/cyber/advisor.html,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/apps/signalterrain/cyber/knowledge.html,200,Defensive Knowledge — SignalTerrain,local,True,https://waypointstudio.org/apps/signalterrain/cyber/knowledge.html,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/apps/signalterrain/cyber/ingest-health.html,200,Cyber Ingest Health — SignalTerrain (internal),761b202,True,https://waypointstudio.org/apps/signalterrain/cyber/ingest-health.html,"Sun, 19 Jul 2026 16:28:05 GMT",
https://waypointstudio.org/apps/landscape-interpretation/,404,Page not found — Waypoint Studio,,False,https://waypointstudio.org/apps/landscape-interpretation/,,expected-route-probe
https://waypointstudio.org/apps/landscape-interpretation/field.html,404,Page not found — Waypoint Studio,,False,https://waypointstudio.org/apps/landscape-interpretation/field.html,,expected-route-probe
https://waypointstudio.org/apps/landscape-interpretation/learn.html,404,Page not found — Waypoint Studio,,False,https://waypointstudio.org/apps/landscape-interpretation/learn.html,,expected-route-probe
https://waypointstudio.org/apps/scholar/,404,Page not found — Waypoint Studio,,False,https://waypointstudio.org/apps/scholar/,,expected-route-probe
https://waypointstudio.org/apps/university/,404,Page not found — Waypoint Studio,,False,https://waypointstudio.org/apps/university/,,expected-route-probe
https://waypointstudio.org/data/live.json,200,,,True,https://waypointstudio.org/data/live.json,"Sun, 19 Jul 2026 16:28:05 GMT",expected-route-probe
https://waypointstudio.org/data/health.json,200,,,True,https://waypointstudio.org/data/health.json,"Sun, 19 Jul 2026 16:28:05 GMT",expected-route-probe
